"costEffective3","Große Verhältnisse von Länge zu Durchmesser verursachen Aufwand - ideal sind Verhältnisse unter 4:1. Lange dünne Wellen biegen sich bei der Bearbeitung durch, sodass die Bearbeitungsgeschwindigkeit herabgesetzt werden muss. Bei der Bearbeitung von Innenkonturen biegen sich die Werkzeuge weg, was zum Verlust der Genauigkeit führt. Mit einer Zwischenlagerung (Lunette) können auch sehr lange Werkstücke noch gedreht werden - wir bieten diese Option aber nicht an. Gezogene/geschliffene Wellen können jedoch mit wenig Aufwand an den Enden bearbeitet werden."
"costEffective4","Unter unseren Standardmaterialien sind V2A, V4A und Bronze am teuersten. Bei Einzelteilen unter 50 mm sind die Materialkosten oft vernachlässigbar, steigen jedoch stark mit dem Durchmesser."
"costEffective5","Aluminium lässt sich am einfachsten bearbeiten. Die Stähle V2A und V4A sind aufgrund ihrer hohen Zähigkeit schwerer zu bearbeiten, was die Fertigung teurer macht. Technische Kunststoffe wie POM oder PA sind gut zerspanbar, biegen sich aber leicht weg, was zusätzliche Vorrichtungen erforderlich machen kann."
"costEffective6","Feine Strukturen und dünne Wandstärken unter 3 mm sind schwer herzustellen, da sich das Werkstück leicht durchbiegt. Der Aufwand um die Werkstücke zu spannen und die Vibrationsneigung bei der Fertigung steigt."
"costEffectiveHeadline","Kostengerechtes Konstruieren"
"costHeadline","Kosten"
"couplingPins","Kupplungsbolzen"
"customersAboutUs","Unsere Kunden"
"customersFeedback_1",""
"customersFeedback_2","Als kleiner Sondermaschinenbauer habe ich immer nach so einem Portal gesucht."
"customersFeedback_3","top, super Fertigung und schnell, Daumen hoch!!"
"customersFeedback_4",""
"customersFeedback_5","Übrigens Kompliment zu dem Online-Angebot-System! Das System ist sehr gut zu bedienen und einfach zu verstehen. Bisher hatte ich so einen Dienst vergeblich gesucht, bin nur durch Zufall auf Ihre Seite gestoßen. Und der schnelle und freundliche Kontakt danach überzeugen ebenfalls."
"customersFeedback_6","Vielen dank für ihren Service und Rat der über die Erwartungen geht!!!"
"customersFeedback_7","sehr schön das es so schnell geklappt hat. Top Service und ein klasse Konzept mit dem CAD."
"customersFeedback_8",""
"customersFeedback_9","Wir bestellen immer dann bei Rapidfacture, wenn es schnell gehen soll und auf Anhieb passen muss! Für uns ist die Möglichkeit sofort den Preis zu kennen extrem wichtig. So können wir für unsere Kunden schnell und präzise Angebote erstellen."
"customersFeedback_10","Deutsches Zentrum für Luft- und Raumfahrt"
"customersFeedback_DLR","Wir sind stolz darauf, dass das DLR zu unseren ältesten und wiederholten Kunden gehört, und werden auch weiterhin unsere Partnerschaft pflegen."
"customersFeedback_yuanda","Innerhalb von 72 Stunden nach unserem ersten Anruf begannen tägliche Lieferungen von Teilen, in der Reihenfolge, wie wir sie zur Montage benötigten. Rapidfacture hielt uns immer auf dem Stand und wir waren in der Lage, unsere Prototypen rechtzeitig zur Hannover Messe fertig zu stellen."
"december","Dezember"
"deliveryBeyondGermany","Lieferungen außerhalb Deutschlands"
"deliveryTime","Lieferzeit"
"devBackend","Backend-Entwicklung"
"dev","Entwicklung"
"devCAD","Entwicklung CAD"
"devCAM","Entwicklung CAM"
"devUsability","Frontend-Entwicklung Usability"
"disclaimer","Haftungsausschluss"
"disclaimerContent1","Als Diensteanbieter sind wir gemäß § 7 Abs.1 TMG für eigene Inhalte auf diesen Seiten nach den allgemeinen Gesetzen verantwortlich. Nach §§ 8 bis 10 TMG sind wir als Diensteanbieter jedoch nicht verpflichtet, übermittelte oder gespeicherte fremde Informationen zu überwachen oder nach Umständen zu forschen, die auf eine rechtswidrige Tätigkeit hinweisen. Verpflichtungen zur Entfernung oder Sperrung der Nutzung von Informationen nach den allgemeinen Gesetzen bleiben hiervon unberührt. Eine diesbezügliche Haftung ist erst ab dem Zeitpunkt der Kenntnis einer konkreten Rechtsverletzung möglich. Bei Bekanntwerden von entsprechenden Rechtsverletzungen werden wir diese Inhalte umgehend entfernen."
"disclaimerContent2","Unser Angebot enthält Links zu externen Webseiten Dritter, auf deren Inhalte wir keinen Einfluss haben. Deshalb können wir für diese fremden Inhalte auch keine Gewähr übernehmen. Für die Inhalte der verlinkten Seiten ist stets der jeweilige Anbieter oder Betreiber der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlinkung auf mögliche Rechtsverstöße überprüft. Rechtswidrige Inhalte waren zum Zeitpunkt der Verlinkung nicht erkennbar. Eine permanente inhaltliche Kontrolle der verlinkten Seiten ist jedoch ohne konkrete Anhaltspunkte einer Rechtsverletzung nicht zumutbar. Bei Bekanntwerden von Rechtsverletzungen werden wir derartige Links umgehend entfernen."
"disclaimerContent3","Die durch die Seitenbetreiber erstellten Inhalte und Werke auf diesen Seiten unterliegen dem deutschen Urheberrecht. Die Vervielfältigung, Bearbeitung, Verbreitung und jede Art der Verwertung außerhalb der Grenzen des Urheberrechtes bedürfen der schriftlichen Zustimmung des jeweiligen Autors bzw. Erstellers. Downloads und Kopien dieser Seite sind nur für den privaten, nicht kommerziellen Gebrauch gestattet. Soweit die Inhalte auf dieser Seite nicht vom Betreiber erstellt wurden, werden die Urheberrechte Dritter beachtet. Bei Inhalten Dritter, die nicht gekennzeichnet sind, haben wird die ausdrückliche Zustimmung des Rechteinhabers zur Verwendung. Sollten Sie auf eine Urheberrechtsverletzung aufmerksam werden, bitten wir um einen entsprechenden Hinweis. Bei Bekanntwerden von Rechtsverletzungen werden wir derartige Inhalte umgehend entfernen."
"disclaimerHeading1","Inhalt"
"disclaimerHeading2","Links"
"disclaimerHeading3","Urheberrecht"
"eCopper","E-Kupfer"
"email","E-Mail"
"end","Ende"
"EntryCommercialRegister","Handelsregistereintrag"
"EntryCommercialRegisterNumber","Registernummer"
"extendingTheSystem","Ausbau des Systems"
"facebookPage","Rapidfacture Facebook-Seite"
"faq","FAQ"
"faqCADUsage","Eine kurzes Intro-Video, sowie mehrere Tutorial-Videos befinden sich auf unserem <a href=\"https://www.youtube.com/channel/UCk-4ZVVuNybHvxV3zQCWaaw\" title=\"Youtube Kanal von Rapidfacture\">YouTube-Kanal</a>. Bei Fragen stehen wir Ihnen gerne zur Verfügung. Melden Sie sich einfach über unser <a href=\"contact.html\" title=\"Kontakt und Impressum\">Kontaktformular</a>."
"faqCancelDelivery","Möchten Sie einen Auftrag stornieren, dann melden Sie sich am Besten sofort telefonisch bei uns. Soweit möglich, stoppen wir den Auftrag für Sie. Bitte haben Sie Verständnis dafür, dass ein Auftrag nicht mehr storniert werden kann, sobald sich dieser in Produktion befindet."
"faqCost","Kosten entstehen Ihnen nur bei einer Bestellung. Die Nutzung unserer Software und Ihre Anfrage ist selbstverständlich kostenlos."
"faqprivacyPolicy","Wir nehmen Datenschutz ernst und halten unsere IT auf dem neuesten Stand. Alle Verbindungen zu den Rapidfacture-Servern werden durch SSL-Verschlüsselung geschützt. Unsere Server befinden sich in München. Fertigungpartner sind bei uns zum Datenschutz verpflichtet. Zeichnungen und Kundendaten werden nur weitergegeben, wenn es für die Produktion und Abwicklung des Auftrags erforderlich ist. Zeichnungen, die im CAD ohne Login erstellt werden oder Zeichnungen, die weder explizit gespeichert, noch in den Warenkorb gelegt werden, werden nicht gespeichert."
"faqDeliveryBeyondGermany","Wir versenden unsere Produkte nicht nur an Kunden innerhalb Deutschlands oder Europa, sondern auch international."
"faqDeliveryTime","Die Lieferzeiten liegen derzeit im Zeitraum von 1 - 3 Wochen. Wir arbeiten daran unsere Lieferzeiten zu reduzieren. Viele der <a href=\"turning.html#materials\" title=\"Tabelle lagernde Materialien\">angebotenen Materialien</a> haben wir inzwischen bis zu einem Durchmesser von 120 mm auf Lager."
"faqMaterialPrices","Materialkosten spielen bei Einzelteilen mit kleinen Abmaßen unter 50 mm eine untergeordnete Rolle. Materialkosten steigen mit dem Durchmesser etwa quadratisch (entsprechend der Zunahme der Fläche). Die Mehrzahl unserer Materialien liegt bei mehreren Euro pro kg. Am teuersten sind die Werkstoffe V2A, V4A und insbesondere Bronze, die über 10 Euro pro kg kosten."
"faqPayment","Wir fertigen erst nach Zahlungseingang. Derzeit bieten wir Vorauskasse als Zahlungsmittel an. Bei größeren Aufträgen ist nach Rücksprache auch Zahlung auf Rechnung möglich."
"faqPrices","Die Preise für Sonderanfertigungen beginnen bei Rapidfacture ab 40 €."
"faqQuality","Wir halten uns an die <a href=\"http://www.drehteileverband.de/images/pdfs/technische_lieferbedingungen_fr_drehteile_2.0_2012.pdf\" title=\"technischen Lieferbedingungen als pdf\">technischen Lieferbedingungen</a> des <a href=\"http://www.drehteileverband.de/de/\" title=\"Website des Verbandes für Drehteile\">Verbandes der Deutschen Drehteile-Industrie.</a>"
"faqQuoteTime","Wir senden schnellstmöglich ein Angebot. Dies dauert in der Regel maximal drei Tage."
"faqSamples","Bei Serien ab 10 Stück können Sie ein Musterteil erhalten (um beispielsweise vorab zu testen/modifizieren). Folgt der Auftrag für die Serie, erhalten Sie das Musterteil zum Serienpreis, andernfalls wird es als Einzelteil abgerechnet."
"faqStoredMaterials","Informationen unter <a href=\"turning.html#materials\" title=\"Tabelle lagernde Materialien\">Fertigung</a>."
"faqSystemRequirements","Zur Nutzung des Online-CAD ist eine aktuelle Version Ihres Browsers erforderlich. Wegen des hohen Programmieraufwandes wird das CAD nicht für ältere Versionen des Internet Explorers (unter Version 10) angepasst. Bitte aktualisieren Sie Ihren Browser, falls erforderlich (auch aufgrund gewisser Sicherheitslücken in Ihrem Eigeninteresse)."
"faqTemplates","Für einen schnellen Einstieg ins CAD empfehlen wir Ihnen die <a href=\"https://cad.rapidfacture.com/#/contour/templates\" title=\"CAD-Vorlage\">Vorlagen</a> zu verwenden. Vielleicht ist Ihr benötigtes Werkstück schon dabei, sodass nur noch kleine Änderungen nötig sind."
"faqUnitPrices","Die Stückkosten fallen stark mit der Stückzahl. Pro Auftrag besteht ein unvermeidbarer, aber nur einmaliger Aufwand für das Rüsten der jeweiligen Maschine. Kostet ein Werkstück 70 Euro als Einzelteil, so kosten womöglich 5 Stück nur 150 Euro. Bei höheren Stückzahlen kann zudem weiter automatisiert/optimiert werden (Stangenlader, mehrspindlige Drehmaschinen)."
"faqUploadingOwnData","Unsere Live-Preisberechnung funktioniert für Drehteile, die als STEP Datei hochgeladen werden. Die Datei kann danach im Online CAD bearbeitet werden; es können Features und Toleranzen hinzugefügt werden. Andere Zeichnungen können ebenfalls hochgeladen werde, allerdings werden keine Preise berechnet."
"nfach <a href=\"index.html#request\">Ihre Zeichnung</a>.",""
"faqWhoProducesParts","Wir arbeiten derzeit mit einem Netzwerk an Fertigungspartnern zusammen, die wir alle persönlich kennen. Auf eine gute Kommunikation legen wir Wert, ebenso auf maximale Qualität. Da wir mehrere Fertigungspartner haben, ist es uns möglich, Aufträge effizient zu vergeben und somit kurze Lieferzeiten sicherzustellen. Bei den Fertigungsbetrieben handelt es sich ausschließlich um deutsche Fachbetriebe."
"february",""
"fitInfo","Für genaue Durchmessermaße wird oft das Passungssystem zur Definition der Toleranz verwendet. Die Definition von Passungen erfolgt über das <a title=\"Passungen auf Wikipedia\" href=\"https://de.wikipedia.org/wiki/Passung\">Passungssystem</a>, das sich stets aus zwei Kenngrößen zusammensetzt: Einer Angabe zur Lage der Toleranz (über/unter dem Nenndurchmesser) und einer Genauigkeitsangabe. Die Passung \"H7\" gibt zum Beispiel an, dass es sich um ein Passung mit der Lage \"H\" (= nah am Nenndurchmesser) mit Genauigkeit \"7\" handelt. H7 ist für viele Kugellager die richtige Passung - kaum Spiel, aber noch von Hand einschiebbar. Bei Passungen ist Toleranzklasse 7 (z.B. Passung H7) Standard beim CNC-Drehen. Auch Toleranzklasse 6 lässt sich noch erreichen. Für höhere Genauigkeit müssen die Teile nach dem Drehen zusätzlich rundgeschliffen werden."
"fitInfoHeadline","Passungen"
"fits","Passungen"
"for","für"
"fullCompanyName","Rapidfacture GmbH"
"generalInfoAboutProductionHeadline","Allgemeine Informationen zur Fertigung"
"githubCode","Rapidfacture: Öffentlicher Code auf GitHub"
"gmbhFounding","GmbH Gründung"
"guidelinesForConstruction","Hinweise und Richtlinien zum Konstruieren"
"guidelinesInfo","Richtlinien/Infos"
"heatTreatedSteel","Vergütungsstahl"
"history","Geschichte"
"holeCircle","Lochkreis"
"ideaDev","Ideenfindung"
"imprint","Impressum"
"introductionToCAD","Einführung ins CAD"
"introductionToCAD1","Starten Sie direkt mit unseren Vorlagen, oder erfahren mehr über die Bedienung in unseren <a href=\"http://cad.rapidfacture.com/#/de/start/info\" title=\"CAD-Tutorials\">Tutorials</a>."
"introductionToCAD2","Informationen zu Konstruktion und Fertigung finden Sie <a href=\"faq.html\" title=\"Infomationen zu Konstruktion un Fertigung\">hier</a>."
"introductionToCAD3","Fragen? Nehmen Sie <a href=\"contact.html\" title=\"Kontakt\">Kontakt</a> mit uns auf, oder lesen unsere <a href=\"/faq.html\" title=\"Häufig gestellte Fragen\">FAQ</a>."
"january","Januar"
"july","Juli"
"june","Juni"
"livePriceEstimateStory","Live Preisschätzung; Vorlagen, Warenkorb, Benutzerkonto"
"machineOperator","Produktion"
"machineSteel","Maschinenbaustahl"
"machiningSteel","Automatenstahl"
"mainAddressCity","Unterschleißheim"
"mainAddressCountry","Deutschland"
"mainAddressPostalCode","85716"
"mainAddressStreet","Max-Planck-Str. 7"
"mainPhoneNumber","+49 89 215 4018-0"
"Management","Geschäftsführung"
"march","März"
"marchAndApril","März und April"
"material","Material"
"materialPrices","Materialpreise"
"materials","Materialien"
"may","Mai"
"messageSent","Nachricht erfolgreich gesendet."
"milestones","Meilensteine"
"millings","Fräsungen"
"moreSimilarTemplates","Weitere ähnliche Vorlagen"
"muff","Flansch"
"news","News"
"newsAboutPlans","Neuigkeiten zum Vorhaben"
"newsletterHeadline","Rapidfacture Newsletter"
"newsletterHeadline2","regelmäßige Updates zu neuen Features"
"november","November"
"october","Oktober"
"openPartInCAD","Teil im CAD öffnen"
"outOfStock","nicht auf Lager"
"ownProduction","Eigene Fertigung"
"payment","Bezahlung"
"phone","Telefon"
"piece","Stück"
"pieces","Stück"
"planningPhase","Planungsphase"
"plastic","Kunststoff"
"pleaseFillInFields","Bitte die Felder ausfüllen"
"possibleProcessing","Mögliche Bearbeitungen"
"prices","Preise"
"production","Fertigung"
"productionText1","Drehen bis Ø 250 mm und 450 mm Länge hausintern"
"productionText10","Wärmebehandlung, Beschichtungen"
"productionText2","Partnerfirmen für Großteile (bis Ø 1400 mm) und Mikroteile (ab Ø 0,2 mm)"
"productionText3","Prototypen ab Stückzahl 1, Serien bis 100.000 Stück"
"productionText4","Passungen bis h6 hausintern, h5 bei externer Vergabe (Rundschleifen)"
"productionText5","Bohrungen auf Teilkreis oder seitlich mit angetriebenen Werkzeugen"
"productionText6","Metrische Standard- und Feingewinde"
"productionText7","Zöllische Gewinde UNC (standard) und UNF (fein)"
"productionText8","Fräsungen mit angetriebenen Werkzeugen"
"productionText9","Rändelung"
"programmingUIandBackend","Programmierung Oberfläche und Backend."
"quality","Qualität"
"Quantity","Stückzahl"
"questionsAboutCAD","Fragen zum Online-CAD"
"questionsAboutOrdering","Fragen zur Bestellung"
"questionsAboutProduction","Fragen zur Fertigung"
"questionsAboutSystemPriceEtc","Frage zum System, Preis anfragen, etc."
"quickAndPrecise","schnell und präzise"
"quoteTime","Dauer der Angebotserstellung"
"radii","Radien"
"radiiInfo","Viele <a title=\"Wendeschneidplatten auf Wikipedia\" href=\"https://de.wikipedia.org/wiki/Wendeschneidplatte\">Wendeschneidplatten</a> haben eine Eckradius von 0,4 mm. Innenliegende Ecken der gedrehten Kontur können daher nicht scharfkantig gefertigt werden. Es ist für die Stabilität zudem vorteilhafter, da scharfe Übergänge Bauteile schwächen. Sind Radien allerdings unzulässig (weil das Teil beispielsweise bis auf Anschlag eingeschraubt werden soll und durch den Radius behindert würde), so muss ein Freistich aufgebracht werden. Kugeln, Freistiche und kleine Radien lassen sich schlecht messen. Schwer zu kontrollieren sind weiterhin die Toleranzen von Radien. Hier muss aufwändig mit Koordinatenmessmaschinen vermessen werden und diese sind entsprechend teuer."
"radiiInfoHeadline","Radien"
"rapidfactureAboutUs","Über uns: Team, Geschichte und Meilensteine. Rapidfacture"
"rapidfactureConstructionInfoHeadline","Rapidfacture: Informationen zu Konstruktion und Fertigung"
"rapidfactureContactYourPartnerOnline","Rapidfacture Kontakt. Ihr Partner für Fertigung online."
"rapidfactureFAQ","Rapidfacture FAQ - Antworten zu CAD, Fertigung, Lieferung"
"rapidFactureIndexHeadline","Rapidfacture: CNC-Drehteile online zeichnen und bestellen"
"rapidfactureNewsHeadline","Neuigkeiten zum Vorhaben. Neue Features. Rapidfacture"
"rapidfactureStartpage","Rapidfacture Startseite"
"rapidfactureStoredMaterialsHeadline","Rapidfacture: Fertigungsangebot und lagernde Materialien"
"rapidfactureTermsAndConditions","Allgemeine Geschäftsbedingungen Rapidfacture"
"registerCourt","Registergericht"
"remove","löschen"
"requestNow","Jetzt anfragen!"
"salesTaxId","Umsatzsteuer-ID"
"samples","Musterteile"
"send","Senden"
"sendMailToUs","Mail an Rapidfacture senden"
"sendUsAMessage","Schreiben Sie uns eine Nachricht:"
"september","September"
"signupNewsletter","Eintragen"
"specialPlastic","Spezialkunststoff"
"stainlessSteel","Rostfreier Stahl"
"standardAlloy","Standardlegierung"
"startCAD","CAD Starten"
"startRapidfactureCAD","Rapidfacture Online-CAD starten"
"steels","Stähle"
"storedMaterials","Lagernde Materialien"
"storedMaterials1","Um für Prototypen kurze Lieferzeiten zu gewährleisten, haben wir die in der unteren Tabelle befindlichen Materialien bis Durchmesser 80 mm auf Lager, teilweise auch größere Durchmesser."
"storedMaterials2","Nicht auf Lager sind die blauen Werkstoffe.<!-- Oft dauert die Beschaffung nur wenige Tage.-->"
"storedMaterials3","Auch andere Werkstoffe sind möglich &mdash; fragen Sie uns an."
"strategyAndFinance","Strategie und Finanzen"
"surfaceInfo","Beim Drehen werden sehr glatte Oberflächen erreicht. Die Oberflächengüte ist besser als beim Fräsen, weil die Spandicke konstant ist und der Zerspanungsvorgang stabiler (geringere Vibrationsneigung) abläuft. Weitere Informationen finden Sie im <a title=\"Oberflächenrauheit & Oberflächenangaben – Zeichnung\" href=\"http://www.precifast.de/oberflaechenrauheit-oberflaechenangabe-zeichnungen/\">CNC-Blog Precifast</a>."
"surfaceInfoHeadline","Oberflächen"
"systemDev","Systementwicklung"
"systemRequirements","Systemanforderungen des Online-CAD"
"teamAndHistory","Team und Geschichte"
"tecAdvisor","Technische Beratung"
"technical2DDrawing","technische 2D Zeichnungen"
"templateHeadline","CAD-Vorlagen"
"templates","Vorlagen"
"termsAndConditions","Allgemeine Geschäftsbedingungen"
"termsAndConditionsShort","AGB"
"thanksForRequest","Danke für Ihre Anfrage"
"threadInfo","Durch <a title=\"Gewindedrehen auf metall-wissen.de\" href=\"http://www.metall-wissen.de/gewindedrehen/\">Gewindedrehen</a> können viel Gewindegrößen hergestellt werden. Gewinde können nicht bis auf Anschlag gedreht werden &mdash; es ist stets ein Auslauf für das Werkzeug erforderlich. Dies beträgt eine etwa zwei- bis dreifache Gewindesteigung."
"threadInfoHeadline","Gewinde"
"threads","Gewinde"
"threeDCADModels","3D-CAD-Modelle"
"tolerancesInfo","Achten Sie stets darauf, dass genaue Maße (z. B. wenn das Teil zu einem Gegenstück passen muss) eine sinnvolle Toleranz erhalten. Alle nicht tolerierten Maße einer Zeichnung fallen unter die <a title=\"Wikipedia Tabelle Allgemeintoleranz\" href=\"https://de.wikipedia.org/wiki/Toleranztabellen_nach_ISO_2768\">Allgemeintoleranz</a>. Diese kann für viele Anwendungen zu grob sein. Ein Bolzen mit Durchmesser 32 mm erhält beispielsweise die Toleranz ± 0,3 mm. Für hohe Maßhaltigkeit, fertigen wir stets auf Toleranzmitte. Eine Maß mit 50 mm und + 0,1 mm Toleranz wird demnach auf 50,05 mm ± 0,05 mm gefertigt."
"tolerancesInfoHeadline","Toleranzen"
"turningMethodInfo","&bdquo;Drehen&ldquo; gehört zusammen mit &bdquo;Fräsen&ldquo; zu den am häufigsten angewendeten Verfahren im Bereich der Metallzerspanung. Bearbeitet werden vornehmlich Metalle, aber auch Kunststoffe. Beim Drehen wird das Werkstück gedreht und das Material mittels stillstehendem Werkzeug abgetragen. So entsteht ein rotationssymmetrisches Bauteil. Typische Anwendungen sind Spitzen, Düsen, Armaturen, vor allem aber Maschinenbauteile aus der Antriebstechnik wie Lager, Wellen, Zahnräder, Zylinder oder Kolben. Außerdem Flansche, wie sie zur Befestigung von Elektromotoren oder zum Fügen von Rohren benötigt werden."
"turningMethodInfoHeadline","Das Verfahren &bdquo;Drehen&ldquo;"
"undercutInfo","Drehmeißel haben an der Schneide Radien, sodass am Werkstück keine scharfen Kanten, sondern Rundungen entstehen. Soll ein Gegenstück passgenau an den Flächen des Werkstücks anliegen, stören diese Rundungen, weil das Gegenstück hier ansteht. Mit einem Freistich wird Material abgetragen, sodass ein Freiraum entsteht. Freistiche werden fertigungsbedingt (Auslauf für Werkzeug) oder montagebedingt benötigt. Weitere Informationen im <a title=\"CNC-Blog Precifast: Freistiche\" href=\"http://www.precifast.de/freistich-din-509-technisches-zeichnen/\">CNC-Blog Precifast</a>."
"undercutInfoHeadline","Freistiche"
"undercuts","Einstiche"
"unitPrices","Stückkosten"
"uploadingOwnData","Kann ich mein, im CAD, gezeichnetes Teil hochladen?"
"varietyOfRings","Verschiedene Ringe"
"whoProducesParts","Wer fertigt die Teile?"
"yourEmail","Ihre E-Mail-Adresse"
"youtubeChannel","Rapidfacture Youtube-Kanal"
"link_CAD","/#/contour/cylinder"
"link_CAD_Templates","/#/contour/templates"
"link_CAD_Info","/#/contour/info"
"link_CAD_Cart","/#/account/cart"
"META_COPYRIGHT","Rapidfacture GmbH"
"META_AUTHOR","Rapidfacture GmbH"
"META_SUBJECT","Software"
"META_KEYWORDS_aboutUs","Über uns, About us, Team, Uni, Hochschule, Maschinenbau, Geschichte, Gründung, Drehen, Fertigung, Entwicklung, Milestones, Meilensteine"
"META_KEYWORDS_agb","AGB, Allgemeine Geschäftsbedingungen, Drehen, Lieferung, Vertrag, Kaufen, Datenschutzerklärung"
"META_KEYWORDS_contact","Kontakt"
"META_KEYWORDS_faq","CNC Drehteile, CNC Frästeile, Drehteile, Drehen, Frästeile, Fräsen, Sofort Bestellung, Instant Quote, Fragen, Antworten, FAQ"
"META_KEYWORDS_index","Drehteile, Frästeile, fräsen, drehen, Express, CNC Frästeile, CNC Drehteile, CNC Service, Einzelteile, Sonderanfertigungen, Rapid Prototyping, Zerspanung, Industrie 4.0, Kalkulation"
"META_KEYWORDS_software","Konfiugurator, Konfiguration, Kalkulation, ERP, CAD, CAM, CAD/CAM, Digitalisierung, Industrie 4.0, IoT, Automatische Kalkulation, Webentwicklung, Automatische NC Programmerstellung, Automation, Schnittstellen"
"META_KEYWORDS_softwareStandard","Kalkulation, automatische Kalkulation, ERP, CAD, CAM, CAD/CAM, Digitalisierung, Industrie 4.0, All in one, Produktionsplanung, Automation, Integration, Schnittstellen"
"META_KEYWORDS_news","News, Entwicklung, Gründung, Startup, Online CAD, CAD CAM, CNC Drehteile, Drehteile, Drehen, Firmengründung, Exist, Frästeile, Fräsen, Fertigung, Industrie 4.0, Startup, Uni"
"META_KEYWORDS_production","Fertigungsangebot, Angebot, Stückzahl, Teilegröße, Teilespektrum, Bearbeitungen, Lagerliste, Material, Stahl, Aluminium, Kupfer, Bronze, Messing, Kunststoff"
"META_DESCRIPTION_aboutUs","Über uns. Team, Geschichte der Gründung. Meilensteine zum Vorhaben und Überblick über die Firmenentwicklung von Rapidfacture."
"META_DESCRIPTION_agb","AGB - Rapidfacture. Rechtliches, Kaufvertrag, Vertragsschluss und Widerruf"
"META_DESCRIPTION_contact","Kontakt zu Rapidfacture. Ihr Kompetenter Partner für Fertigung online und Industrie 4.0. Senden Sie uns eine Nachricht oder Rufen uns an."
"META_DESCRIPTION_faq","Rapidfacture FAQ. Antworten zum Online-CAD, zu Angebot, Fertigung und Lieferung. Informationen zu Lieferzeit und Abwicklung und Kommunikation."
"META_DESCRIPTION_guide","Informationen zu Konstruktion und Fertigung. Hauptkostenpunkte der Einzelteilfertigung für spanende Verfahren."
"META_DESCRIPTION_index","Drehteile online zeichnen und bestellen. Live Kalkulation mit sofortigem Preis. Eigene Fertigung in Deutschland - schnell und präzise. Privat- und Firmenkunden."
"META_DESCRIPTION_news","Rapidfacture News. Neuigkeiten zum Stand des Vorhabens. Neue Online-CAD Features und Entwicklung des automatisierten CAM-Prozessors. Aufbau der Firma."
"META_DESCRIPTION_production","Rapidfacture Fertigungsangebot, Teilegrößen, Stückzahlen und Bearbeitungen. Lagernde Materialien für schnelle Fertigung."
"META_DESCRIPTION_software","Entwicklung moderner Webapplikationen für die Industrie. Automation Ihrere Fabrik von der Produktiskizze bis zum fertigen Produkt"
"META_DESCRIPTION_softwareStandard","Rapidfacture all in one Lösung für Fertigungsbetriebe: Die Webapplikation für Angebotserstellung mit automatischer Kalkulation, Verwaltung, Produktionsplanung und CAD/CAM"
"cncTurnedParts","CNC-Drehteile"
"onlineConstructCalculateAndOrder","Online konstruieren, kalkulieren und bestellen"
"ConstructCalculateOrder","konstruieren - kalkulieren - bestellen"
"TurnedAndMilledPartsOnline","Dreh- und Frästeile online"
"OnlineCAD","Online-CAD"
"StartOnlineCAD","Bauteile bestellen"
"ImportSTEP","STEP-Datenimport"
"orConstructOnline","oder direkt online konstruieren"
"Only3Steps","In nur 3 Schritten"
"ConstructOnline","oder online konstruieren"
"AutomatedSinglePartProduction","Automatisierte Einzelteilfertigung"
"ReceiveGoods","Ware erhalten"
"StartNow","Sofort starten!"
"Templates","Vorlagen"
"GoToTemplates","Zu den Vorlagen"
"YourCustomDrawing","Eigene Zeichnung?"
"GotoInquiry","Zum Anfrageformular"
"ChooseTheMaterial","Material wählen"
"SteelStainlessSteelAluminumCopperMaterialsPlastics","Stahl, Edelstahl, Aluminium, Kupferwerkstoffe, Kunststoffe"
"ChooseTheContour","Bestimme die Kontur"
"CylinderConeAndCircularElements","Zylinder-, Konus- und Kreiselemente"
"DefineSurfacesAndEdges","Flächen & Kanten definieren"
"RadiusChamferUndercutSurfacefinishThreadKnurled","Radius/Fase, Freistich, Oberflächengüte, Gewinde, Rändelung"
"AddEdits","Bearbeitungen hinzufügen"
"TransverseboreKeylengthsBoltcircles","Querbohrung, Schlüsselweiten, Lochkreise"
"BuyNow","Jetzt kaufen!"
"AlsoWithExpressDelivery","Auch mit Expresslieferung!"
"Features","Features"
"EasyHandling","Einfache Bedienung"
"LiveCalculation","Live-Preisschätzung"
"StandardDeliveryTime2-3Weeks","Standard-Lieferzeit: 2 - 3 Wochen"
"Express1Weekor3Days","Express-Versand: 3 Werktage oder 1 Woche"
"Export2DDrawing","Export 2D-Zeichung"
"Export3DDrawingSTEPIGESSTL","Export 3D-STEP/IGES/STL"
"WeightCalculation","Gewichtsberechnung"
"SavingProjects","Speichern der Projekte"
"ExpressDelivery","Expresslieferung"
"ExpressProduction","Expressfertigung"
"UserAccount","Benutzerkonto"
"DrawingManagement","Zeichnungsverwaltung"
"Service","Service"
"CreatingDrawings","Erstellen von Zeichnungen"
"IntegrationOfYourDrawings","Integration Ihrer Zeichnungen"
"SoftwareConsulting","Softwareberatung"
"Training","Schulungen"
"SendUsYourDrawing","Senden Sie uns ihre Zeichnung!"
"AboutRapidfacture","Über Rapidfacture"
"AboutRapidfacture_P1","Mit unserem Portal ''Fertigung Online'' bieten wir Prototypenteile für die Verfahren Fräsen und Drehen von 1 – 50.000 Stück inklusive allen gängigen Weiterbearbeitungen wie Härten, Eloxieren oder Schleifen an. Darüber hinaus fertigen wir für Sie auch Schweißbaugruppen an."
